S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count
26,27.69,25.81,26.19,163,252,267,70,0.08,0.13,0.13,0.07,880,1.24615384615,0,0,3
26,27.75,25.81,26.25,164,251,267,70,0.07,0.05,0.07,0.09,875,1.31923076923,0,1,3
26,27.75,25.81,26.25,162,247,254,69,0.56,2.61,2.24,0.75,880,1.36538461538,1,1,3
26,27.63,25.88,26.25,163,253,268,70,0.96,0.75,2.69,0.43,885,1.42692307692,1,1,2
26,27.63,25.88,26.19,164,253,269,70,1.52,0.47,1.41,0.29,885,1.50384615385,1,1,2
26,27.63,25.88,26.25,165,254,270,71,0.48,0.4,1.2,0.33,875,1.50769230769,1,1,2
26.06,27.56,25.88,26.19,165,254,272,73,0.71,0.37,1.21,0.44,870,1.49615384615,0,1,2
26.06,27.56,25.88,26.19,165,254,274,73,0.51,0.5,1.32,0.42,875,1.46923076923,1,1,2
26,27.5,25.88,26.31,165,254,280,72,0.92,0.43,0.42,0.29,870,1.37692307692,1,1,2
26,27.5,25.88,26.31,165,254,275,70,0.29,0.44,0.92,0.74,870,1.21923076923,0,1,2
26,27.38,25.94,26.25,165,254,275,70,1.22,3.44,3.11,0.14,870,1.04230769231,1,1,2
26.06,27.44,25.88,26.31,165,254,276,71,0.78,0.11,1.93,0.54,865,0.85,1,0,2
26.06,27.5,25.88,26.25,165,254,276,71,0.81,0.59,3.65,0.58,870,0.742307692308,1,1,2
26.06,27.44,25.88,26.31,165,254,275,72,0.63,0.51,1.59,0.48,870,0.623076923077,0,1,2
26,27.38,25.88,26.31,165,254,278,73,0.71,0.39,1.05,0.26,865,0.496153846154,0,1,2
26.06,27.38,25.94,26.25,165,255,278,72,0.61,0.3,3,0.45,860,0.269230769231,1,1,2
26.06,27.38,25.94,26.31,165,254,278,72,0.66,0.68,2.9,0.5,840,-0.0961538461538,1,1,2
26.06,27.31,25.94,26.25,165,254,250,71,0.55,0.4,0.27,0.22,845,-0.4,1,1,2
26.06,27.31,25.94,26.31,165,254,275,71,0.45,0.38,3.65,0.52,850,-0.646153846154,0,1,2
26.06,27.25,25.94,26.25,165,254,276,73,0.56,0.63,2.27,0.58,860,-0.792307692308,0,1,2
26.06,27.31,25.88,26.31,164,247,279,72,0.79,0.79,2.37,0.79,865,-0.892307692308,1,1,3
26.06,27.19,25.94,26.31,165,256,278,72,1.48,0.88,2.68,0.83,870,-0.9,1,1,3
26.06,27.19,25.88,26.31,165,254,278,72,1.09,1.45,2.84,0.47,870,-0.911538461538,1,1,3
26.06,27.25,25.94,26.25,165,254,276,72,0.39,1.43,1.63,0.55,885,-0.788461538462,1,1,3
26.06,27.25,25.94,26.25,165,257,279,72,3.63,1.66,3.65,0.54,890,-0.534615384615,1,1,2
26.06,27.31,25.94,26.31,164,258,279,72,0.99,0.22,0.3,0.18,895,-0.196153846154,1,1,2
26.06,27.38,25.94,26.31,165,256,279,72,1.08,0.43,0.7,0.1,895,0.0807692307692,1,1,3
26.06,27.38,25.94,26.31,165,255,279,72,0.12,0.39,0.47,0.11,890,0.346153846154,0,1,3
26.06,27.38,25.94,26.31,165,256,277,71,0.17,1.6,0.52,0.57,890,0.653846153846,1,1,3
26.06,27.31,25.94,26.25,165,254,276,71,0.97,1.21,3.12,0.68,880,0.865384615385,1,1,3
26.06,27.31,25.94,26.25,165,254,277,70,0.1,0.75,1.12,0.1,880,0.980769230769,1,1,3
26.06,27.25,25.94,26.31,165,254,275,70,0.09,0.21,0.52,0.1,880,1.04230769231,0,1,3
26.06,27.25,25.94,26.31,164,254,276,71,0.19,0.16,0.77,0.06,875,1.1,0,1,3
26.06,27.13,25.94,26.25,165,255,277,72,0.09,0.07,0.51,0.08,875,1.10769230769,0,1,3
26.13,27.06,26,26.31,164,255,278,71,0.12,0.07,0.46,0.08,875,1.11153846154,0,0,3
26.06,27.06,25.94,26.31,165,255,272,72,0.09,0.12,0.7,0.1,880,1.15769230769,0,0,3
26.06,27,25.94,26.25,165,255,279,72,0.65,0.15,0.2,0.17,880,1.14615384615,1,1,3
26.06,27.06,26,26.31,165,255,277,71,0.1,0.1,0.87,0.09,890,1.26538461538,1,1,3
26.06,26.94,26,26.31,164,255,277,71,0.1,0.18,0.4,0.1,900,1.46153846154,1,1,3
26.13,27.13,25.94,26.31,164,254,276,70,0.16,0.12,0.58,0.11,905,1.63076923077,1,1,3
26.06,27.13,25.94,26.31,164,254,275,71,0.1,0.1,0.71,0.12,910,1.76538461538,0,1,3
26.06,27.06,26,26.38,164,254,276,70,0.3,0.26,0.64,0.08,910,1.66153846154,1,1,3
26.06,27,26,26.31,165,254,275,70,0.83,0.27,0.62,0.14,910,1.55384615385,1,1,3
26.06,27,26,26.31,164,254,274,70,1.2,0.28,0.22,0.11,910,1.44615384615,1,1,3
26.13,27.06,26,26.31,165,254,274,71,1.13,1.4,1.51,1.36,910,1.39230769231,1,1,3
26.06,27.13,26,26.31,165,256,279,71,0.55,0.14,0.85,0.25,910,1.35,1,1,3
26.06,27.06,26,26.25,165,255,275,70,0.42,0.33,1.04,0.09,910,1.32307692308,1,1,3
26.13,27.19,26,26.31,164,254,274,70,0.11,0.06,0.21,0.08,910,1.26538461538,0,0,3
26.06,27.19,26,26.31,165,254,274,71,0.41,0.11,1.16,0.14,915,1.37307692308,0,1,3
26.13,27.19,26,26.31,165,256,277,73,0.08,0.23,0.15,0.11,910,1.46153846154,0,1,3
26.13,27.13,26.06,26.31,165,257,280,73,0.09,0.32,0.13,0.07,915,1.63076923077,1,0,3
26.13,27.13,26,26.31,165,256,278,72,0.38,0.22,0.07,0.12,920,1.83076923077,1,1,3
26.06,27.25,26,26.31,163,255,254,72,0.91,0.23,1.37,0.34,925,2.00769230769,1,1,3
26.13,27.19,26,26.25,165,256,273,73,0.88,0.76,2.6,0.66,925,2.15769230769,1,1,3
26.13,27.19,26.06,26.25,165,255,277,72,0.75,0.5,1.69,0.1,930,2.22692307692,1,0,3
26.13,27.19,26.06,26.25,165,255,278,72,0.82,0.19,0.09,0.06,935,2.30384615385,1,0,3
26.13,27.19,26,26.31,165,255,278,73,0.48,0.1,0.08,0.07,935,2.33846153846,1,0,3
26.13,27.06,26.06,26.31,165,256,280,73,0.53,0.09,0.16,0.09,935,2.28076923077,0,0,3
26.13,27.19,26.06,26.25,165,256,279,72,0.43,0.09,0.53,0.09,935,2.17692307692,1,0,3
26.13,27.19,26,26.31,165,256,279,71,0.13,0.12,0.48,0.11,935,2.02692307692,1,0,3
26.13,27.19,26,26.31,165,256,276,72,0.38,0.1,0.11,0.07,935,1.88076923077,0,0,3
26.13,27.19,26,26.38,165,256,279,72,0.1,0.05,0.07,0.07,935,1.69230769231,0,0,3
26.13,27.06,26,26.31,165,256,279,73,0.11,0.07,0.13,0.12,930,1.51538461538,0,0,3
26.13,27.06,26,26.31,165,257,279,74,0.34,0.12,0.77,0.1,925,1.36153846154,1,0,3
26.13,27.06,26,26.5,165,257,280,73,0.14,0.15,0.19,0.1,925,1.23846153846,1,0,3
26.19,27.13,26.06,26.38,165,257,278,73,0.1,0.07,0.13,0.07,930,1.19615384615,1,0,3
26.13,27.13,26,26.38,165,256,269,73,0.3,0.07,0.11,0.19,940,1.23076923077,1,1,3
26.19,27.06,26,26.38,165,256,280,73,0.08,0.07,0.22,0.08,940,1.24230769231,1,1,3
26.13,27.13,26.06,26.38,165,255,275,72,0.09,0.1,0.15,0.09,945,1.27692307692,0,1,3
26.13,27.19,26,26.38,165,255,277,72,0.36,0.12,0.21,0.14,945,1.28461538462,0,0,3
26.19,27.13,26,26.38,165,255,277,73,0.08,0.1,0.27,0.07,955,1.35769230769,0,0,3
26.13,27.06,26.06,26.38,165,255,278,74,0.22,0.09,0.14,0.11,960,1.44230769231,0,0,3
26.19,27.19,26.06,26.31,165,255,280,73,0.09,0.43,0.18,0.07,965,1.53461538462,0,1,3
26.19,27.31,26,26.38,165,255,278,73,0.83,0.36,0.21,0.17,960,1.58846153846,1,1,3
26.19,27.25,26,26.38,164,254,269,74,1.52,0.36,1.11,0.41,965,1.60384615385,1,1,3
26.19,27.19,26.06,26.38,163,254,268,74,0.61,0.41,3.67,0.4,970,1.67307692308,1,1,3
26.19,27.25,26.06,26.38,164,254,273,73,0.72,0.59,1.7,0.1,965,1.70384615385,1,1,3
26.19,27.25,26.06,26.31,163,252,272,74,0.12,0.35,0.2,0.11,970,1.79615384615,1,1,3
26.19,27.19,26.06,26.31,163,254,274,74,0.09,0.13,0.17,0.07,975,1.9,0,1,3
26.19,27.25,26.06,26.31,164,252,273,74,0.09,0.08,0.06,0.07,970,1.96923076923,0,0,3
26.19,27.25,26.06,26.31,163,253,272,74,0.17,0.08,0.13,0.08,965,2.01153846154,1,0,3
26.19,27.19,26.06,26.31,164,251,273,74,1.25,0.51,0.12,0.23,960,1.98461538462,1,0,3
26.19,27.25,26.06,26.38,163,251,272,74,0.16,0.14,0.33,0.14,955,1.89230769231,0,0,3
26.19,27.31,26.06,26.38,164,251,271,73,0.1,0.14,0.3,0.15,960,1.83076923077,1,1,3
26.19,27.31,26.06,26.38,164,251,269,70,0.79,0.31,0.28,0.16,965,1.79615384615,0,1,3
26.19,27.31,26.06,26.38,164,253,268,70,0.18,0.16,0.68,0.19,965,1.73846153846,1,1,3
26.19,27.31,26.13,26.44,163,253,267,70,0.13,0.13,0.2,0.79,965,1.65769230769,1,1,3
26.19,27.25,26.13,26.44,163,252,266,70,1.14,0.79,2.74,0.73,965,1.50384615385,1,1,3
26.19,27.38,26.13,26.44,162,249,265,70,1.56,1.62,3.4,1.03,960,1.22692307692,1,1,3
26.19,27.31,26.13,26.38,161,251,266,70,0.77,0.94,2.83,0.12,955,0.876923076923,1,1,3
26.19,27.25,26.13,26.38,158,249,266,70,0.69,0.29,0.62,0.64,950,0.507692307692,1,0,3
26.19,27.31,26.13,26.38,160,247,218,59,0.9,1.02,2.62,0.61,950,0.223076923077,1,1,3
26.19,27.25,26.13,26.44,19,22,97,60,0.42,3.03,3.67,0.64,950,-0.0692307692308,1,1,0
26.19,27.06,26.13,26.38,19,22,98,59,2.32,2.08,1.64,0.1,960,-0.226923076923,1,1,0
26.19,26.94,26.13,26.38,19,22,97,60,0.19,0.18,0.32,0.08,970,-0.303846153846,0,1,0
26.19,26.88,26.06,26.38,19,22,98,60,0.1,0.11,0.11,0.06,965,-0.346153846154,0,0,0
26.19,26.88,26.06,26.44,20,24,101,62,0.07,0.05,0.06,0.06,970,-0.3,0,0,0
26.13,26.81,26.13,26.44,19,23,101,61,0.08,0.05,0.06,0.06,970,-0.211538461538,0,0,0
26.19,26.81,26.06,26.38,19,23,100,61,0.07,0.05,0.09,0.06,970,-0.176923076923,0,0,0
26.19,26.81,26.06,26.44,19,23,99,60,0.08,0.05,0.06,0.06,970,-0.1,0,0,0
26.19,26.75,26.06,26.44,19,22,98,59,0.07,0.05,0.06,0.06,970,0.0230769230769,0,0,0
26.19,26.75,26.06,26.38,18,22,96,59,0.07,0.05,0.06,0.06,965,0.05,0,0,0
26.19,26.69,26.06,26.44,18,22,97,59,0.07,0.05,0.07,0.06,970,0.173076923077,0,0,0
26.19,26.63,26.06,26.38,18,22,96,59,0.07,0.05,0.06,0.06,965,0.3,0,0,0
26.13,26.63,26.06,26.38,18,22,96,59,0.08,0.05,0.05,0.06,960,0.338461538462,0,0,0
26.13,26.56,26.06,26.38,18,22,95,59,0.07,0.05,0.06,0.07,965,0.380769230769,0,0,0
26.13,26.56,26,26.38,19,22,98,61,0.09,0.09,0.1,0.07,965,0.373076923077,0,0,0
26.13,26.56,26,26.38,19,23,99,62,0.1,0.08,0.07,0.09,965,0.311538461538,0,0,0
26.06,26.56,26,26.44,19,23,100,62,0.06,0.05,0.11,0.06,975,0.384615384615,0,0,0
26.13,26.56,26,26.38,19,23,101,61,0.07,0.05,0.07,0.06,975,0.496153846154,0,0,0
26.06,26.56,26,26.44,19,23,100,61,0.07,0.05,0.06,0.06,975,0.6,0,0,0
26.13,26.56,26,26.38,19,23,100,60,0.08,0.04,0.06,0.07,970,0.65,0,0,0
26.13,26.5,26,26.38,19,22,98,59,0.09,0.07,0.09,0.06,965,0.65,0,0,0
26.13,26.5,26,26.38,19,22,98,60,0.1,0.05,0.06,0.07,960,0.553846153846,0,0,0
26.06,26.5,26,26.31,19,23,99,61,0.07,0.1,0.2,0.06,960,0.407692307692,0,0,0
26.13,26.44,26,26.38,19,23,99,61,0.07,0.05,0.06,0.07,955,0.161538461538,0,0,0
26.06,26.44,26,26.38,19,23,99,60,0.13,0.05,0.07,0.08,945,-0.180769230769,0,0,0
26.06,26.44,26,26.38,18,22,99,59,0.07,0.14,0.21,0.17,945,-0.519230769231,0,0,0
26.06,26.44,25.94,26.38,18,22,97,60,0.56,0.41,0.71,0.06,950,-0.707692307692,1,1,0
26.06,26.44,25.94,26.44,18,22,98,59,0.07,0.11,0.16,0.06,950,-0.788461538462,0,0,0
26.06,26.5,25.94,26.38,18,22,96,59,0.07,0.05,0.06,0.06,940,-0.996153846154,0,0,0
26.06,26.44,25.94,26.38,18,22,96,59,0.07,0.05,0.07,0.05,930,-1.22692307692,0,0,0
26.06,26.44,25.94,26.38,18,22,95,59,0.08,0.05,0.06,0.06,920,-1.51923076923,0,0,0
26.06,26.38,25.94,26.31,18,22,96,60,0.07,0.05,0.06,0.06,910,-1.86538461538,0,0,0
26.06,26.38,25.94,26.38,18,22,98,60,0.07,0.05,0.07,0.06,900,-2.25769230769,0,0,0
26.06,26.38,25.88,26.38,19,23,99,60,0.08,0.04,0.06,0.06,890,-2.68846153846,0,0,0
26.06,26.38,25.88,26.38,19,23,99,61,0.09,0.11,0.1,0.09,880,-3.2,0,0,0
26.06,26.38,25.88,26.38,19,23,99,61,0.08,0.11,0.1,0.09,870,-3.68846153846,0,0,0
26.06,26.38,25.88,26.38,19,23,99,61,0.07,0.1,0.09,0.09,865,-4.19615384615,0,0,0
26.06,26.38,25.88,26.38,18,23,99,60,0.07,0.07,0.07,0.09,855,-4.76923076923,0,0,0
26.06,26.31,25.88,26.38,18,22,98,59,0.07,0.05,0.06,0.06,850,-5.25769230769,0,0,0
26.06,26.31,25.88,26.38,18,22,97,59,0.07,0.05,0.05,0.06,845,-5.70384615385,0,0,0
26.06,26.31,25.88,26.38,18,22,96,58,0.1,0.12,0.11,0.06,850,-6.01153846154,0,0,0
26.06,26.31,25.88,26.38,17,21,94,57,0.08,0.05,0.06,0.07,845,-6.17692307692,0,0,0
26,26.31,25.88,26.38,17,21,93,57,0.07,0.05,0.06,0.07,840,-6.28846153846,0,0,0
26,26.25,25.88,26.38,17,21,92,56,0.07,0.05,0.06,0.07,840,-6.29615384615,0,0,0
26,26.25,25.88,26.38,17,20,92,56,0.06,0.05,0.05,0.07,835,-6.29615384615,0,0,0
26.06,26.25,25.88,26.38,17,20,92,56,0.07,0.05,0.07,0.06,835,-6.24230769231,0,0,0
26,26.25,25.88,26.38,18,22,95,59,0.07,0.05,0.06,0.06,835,-6.13846153846,0,0,0
26,26.25,25.88,26.38,17,21,95,59,0.08,0.05,0.06,0.06,835,-5.93846153846,0,0,0
26,26.25,25.88,26.38,17,21,94,58,0.07,0.05,0.07,0.07,830,-5.73846153846,0,0,0
26,26.19,25.88,26.31,17,21,93,58,0.08,0.05,0.07,0.06,830,-5.54230769231,0,0,0
26,26.19,25.81,26.31,17,21,95,58,0.07,0.05,0.06,0.06,830,-5.25769230769,0,0,0
26,26.25,25.88,26.38,17,21,94,58,0.07,0.05,0.06,0.06,830,-4.83461538462,0,0,0
26,26.19,25.81,26.38,17,21,93,58,0.07,0.04,0.07,0.06,830,-4.31923076923,0,0,0
26,26.13,25.81,26.38,17,21,94,58,0.08,0.07,0.06,0.06,820,-3.90384615385,0,0,0
26,26.19,25.88,26.38,17,21,95,59,0.07,0.05,0.08,0.06,820,-3.49615384615,0,0,0
26,26.19,25.88,26.38,17,21,95,58,0.07,0.05,0.06,0.06,815,-3.15,0,0,0
26,26.19,25.88,26.38,17,21,93,57,0.07,0.05,0.07,0.06,815,-2.82307692308,0,0,0
26,26.19,25.88,26.31,17,21,93,57,0.06,0.05,0.07,0.07,815,-2.52307692308,0,0,0
26,26.13,25.81,26.38,17,21,93,58,0.07,0.07,0.06,0.06,805,-2.35,0,0,0
26,26.19,25.81,26.31,17,21,94,58,0.06,0.05,0.07,0.06,805,-2.21153846154,0,0,0
26,26.19,25.81,26.31,16,21,93,57,0.07,0.05,0.06,0.06,800,-2.16153846154,0,0,0
25.94,26.13,25.81,26.31,17,21,93,57,0.08,0.06,0.09,0.06,795,-2.15384615385,0,0,0
26,26.13,25.88,26.31,17,21,94,58,0.06,0.08,0.1,0.08,785,-2.28461538462,0,0,0
25.94,26.13,25.88,26.31,17,21,94,58,0.08,0.07,0.07,0.06,775,-2.50384615385,0,0,0
26,26.13,25.81,26.38,17,21,95,58,0.08,0.05,0.07,0.08,770,-2.76153846154,0,0,0
26,26.13,25.81,26.38,16,21,93,57,0.08,0.05,0.07,0.08,770,-2.91153846154,0,0,0
26,26.13,25.81,26.38,16,21,94,58,0.06,0.05,0.07,0.06,765,-3.09615384615,0,0,0
25.94,26.13,25.81,26.38,16,20,94,58,0.07,0.04,0.07,0.07,760,-3.31538461538,0,0,0
26,26.13,25.81,26.31,16,20,93,57,0.08,0.05,0.06,0.06,760,-3.47307692308,0,0,0
26,26.13,25.81,26.31,16,20,93,57,0.07,0.05,0.06,0.06,755,-3.66538461538,0,0,0
25.94,26.13,25.81,26.38,16,20,91,56,0.07,0.05,0.06,0.07,750,-3.84230769231,0,0,0
25.94,26.13,25.81,26.31,16,20,90,55,0.07,0.05,0.05,0.06,755,-3.90769230769,0,0,0
25.94,26.13,25.81,26.38,15,20,90,54,0.07,0.05,0.06,0.06,750,-3.95769230769,0,0,0
25.94,26.06,25.81,26.38,15,20,89,54,0.07,0.05,0.06,0.06,750,-3.99230769231,0,0,0
25.94,26.13,25.81,26.38,15,20,89,54,0.07,0.05,0.06,0.06,755,-3.91923076923,0,0,0
25.94,26.06,25.81,26.31,15,20,89,54,0.07,0.05,0.06,0.07,755,-3.78846153846,0,0,0
25.94,26.06,25.75,26.31,15,20,89,54,0.07,0.05,0.07,0.06,750,-3.64615384615,0,0,0
25.94,26.06,25.75,26.38,15,20,88,54,0.07,0.05,0.06,0.06,755,-3.39615384615,0,0,0
25.94,26.06,25.81,26.38,15,20,89,54,0.07,0.05,0.06,0.06,750,-3.23461538462,0,0,0
25.94,26.06,25.75,26.38,15,20,88,54,0.06,0.05,0.06,0.06,740,-3.11153846154,0,0,0
25.94,26.06,25.75,26.38,14,19,86,53,0.07,0.05,0.06,0.07,730,-3.06923076923,0,0,0
25.94,26.06,25.75,26.31,14,19,85,52,0.09,0.05,0.07,0.07,730,-2.96153846154,0,0,0
25.94,26.06,25.75,26.31,14,18,84,51,0.07,0.06,0.09,0.06,720,-2.88076923077,0,0,0
25.94,26.06,25.81,26.31,14,18,84,51,0.08,0.05,0.07,0.06,715,-2.87307692308,0,0,0
25.94,26.06,25.75,26.31,14,18,83,51,0.07,0.06,0.07,0.06,710,-2.84230769231,0,0,0
25.88,26.06,25.75,26.31,14,18,82,51,0.08,0.04,0.07,0.07,715,-2.74230769231,0,0,0
25.94,26.06,25.75,26.38,14,17,80,49,0.08,0.06,0.08,0.07,715,-2.62692307692,0,0,0
25.94,26,25.75,26.31,14,18,82,51,0.08,0.05,0.07,0.07,715,-2.55,0,0,0
25.94,26,25.75,26.31,14,19,85,53,0.07,0.05,0.06,0.06,715,-2.51923076923,0,0,0
25.94,26,25.75,26.31,14,19,85,53,0.06,0.05,0.06,0.06,715,-2.49230769231,0,0,0
25.88,26,25.75,26.31,14,19,86,53,0.08,0.06,0.06,0.07,705,-2.51538461538,0,0,0
25.88,26,25.75,26.38,14,19,86,53,0.07,0.05,0.08,0.06,705,-2.53846153846,0,0,0
25.88,26,25.75,26.31,14,19,86,54,0.07,0.05,0.06,0.06,705,-2.56538461538,0,0,0
25.88,26,25.75,26.31,14,19,87,54,0.07,0.05,0.05,0.06,705,-2.55,0,0,0
25.88,26,25.75,26.31,14,19,85,53,0.06,0.05,0.06,0.06,695,-2.63461538462,0,0,0
25.88,26,25.75,26.31,14,19,85,53,0.08,0.06,0.07,0.06,690,-2.76923076923,0,0,0
25.88,26,25.75,26.31,14,18,85,53,0.06,0.05,0.06,0.06,690,-2.80769230769,0,0,0
25.88,26,25.75,26.31,14,19,85,53,0.07,0.05,0.06,0.06,695,-2.8,0,0,0
25.88,25.94,25.75,26.31,15,19,87,54,0.08,0.05,0.06,0.06,690,-2.79615384615,0,0,0
25.88,25.94,25.75,26.38,15,20,90,56,0.08,0.05,0.06,0.06,685,-2.74230769231,0,0,0
25.81,25.94,25.75,26.31,15,19,89,54,0.08,0.05,0.06,0.06,680,-2.68076923077,0,0,0
25.88,25.94,25.75,26.31,14,19,88,54,0.07,0.05,0.06,0.07,685,-2.56538461538,0,0,0
25.88,25.94,25.75,26.31,14,18,85,53,0.07,0.05,0.06,0.06,690,-2.30384615385,0,0,0
25.88,25.94,25.75,26.31,14,17,83,51,0.07,0.06,0.08,0.07,685,-2.08846153846,0,0,0
25.88,25.94,25.75,26.31,14,17,81,50,0.08,0.1,0.11,0.08,685,-1.92307692308,0,0,0
25.88,25.94,25.75,26.31,14,17,80,49,0.07,0.06,0.06,0.06,680,-1.86153846154,0,0,0
25.88,25.94,25.75,26.31,14,17,80,49,0.08,0.05,0.06,0.06,675,-1.80769230769,0,0,0
25.88,25.94,25.75,26.31,13,16,79,49,0.07,0.1,0.06,0.07,680,-1.76538461538,0,0,0
25.88,25.94,25.75,26.31,14,17,80,49,0.07,0.05,0.08,0.08,675,-1.78846153846,0,0,0
25.88,25.94,25.75,26.31,14,17,80,49,0.08,0.07,0.08,0.06,675,-1.83076923077,0,0,0
25.81,25.94,25.75,26.31,14,16,80,49,0.08,0.05,0.08,0.07,675,-1.79615384615,0,0,0
25.88,25.88,25.69,26.31,13,17,80,49,0.08,0.04,0.06,0.06,675,-1.73076923077,0,0,0
25.81,25.94,25.75,26.31,13,16,79,49,0.1,0.05,0.06,0.06,670,-1.68076923077,0,0,0
25.81,25.88,25.69,26.31,13,16,79,49,0.07,0.05,0.12,0.1,655,-1.73461538462,0,0,0
25.88,25.88,25.69,26.31,13,16,78,49,0.07,0.05,0.06,0.06,655,-1.74230769231,0,0,0
25.81,25.88,25.69,26.38,13,16,78,49,0.07,0.05,0.06,0.06,650,-1.85,0,0,0
25.88,25.94,25.69,26.38,13,16,78,49,0.07,0.05,0.07,0.06,650,-1.91538461538,0,0,0
25.81,25.88,25.75,26.31,13,16,79,49,0.08,0.11,0.09,0.07,640,-2.03076923077,0,0,0
25.81,25.88,25.69,26.38,14,17,80,50,0.06,0.05,0.06,0.06,640,-2.09615384615,0,0,0
25.88,25.88,25.69,26.31,14,17,81,50,0.07,0.05,0.06,0.07,640,-2.21153846154,0,0,0
25.81,25.88,25.75,26.31,14,17,81,50,0.07,0.05,0.06,0.05,635,-2.38076923077,0,0,0
25.81,25.88,25.69,26.38,14,16,80,50,0.07,0.05,0.06,0.07,625,-2.6,0,0,0
25.81,25.88,25.69,26.31,13,17,80,50,0.08,0.05,0.06,0.06,630,-2.67307692308,0,0,0
25.81,25.88,25.69,26.38,13,16,80,49,0.07,0.05,0.06,0.06,625,-2.79230769231,0,0,0
25.81,25.88,25.69,26.31,13,16,80,49,0.07,0.07,0.07,0.07,620,-2.95769230769,0,0,0
25.88,25.88,25.69,26.31,13,16,80,49,0.07,0.05,0.06,0.06,615,-3.16923076923,0,0,0
25.81,25.88,25.69,26.31,13,16,80,49,0.07,0.05,0.06,0.06,610,-3.32692307692,0,0,0
25.81,25.88,25.69,26.31,13,16,79,49,0.07,0.06,0.07,0.06,600,-3.46923076923,0,0,0
25.81,25.88,25.69,26.31,13,16,79,49,0.08,0.05,0.07,0.06,600,-3.59230769231,0,0,0
25.81,25.88,25.69,26.31,13,16,80,49,0.07,0.05,0.06,0.06,595,-3.69615384615,0,0,0
25.81,25.88,25.69,26.38,13,16,79,49,0.07,0.05,0.07,0.06,600,-3.73461538462,0,0,0
25.81,25.88,25.69,26.31,13,16,79,49,0.07,0.05,0.07,0.06,600,-3.76153846154,0,0,0
25.81,25.88,25.69,26.31,13,15,78,48,0.07,0.05,0.07,0.06,600,-3.68076923077,0,0,0
25.81,25.88,25.69,26.25,107,33,77,49,1.29,0.4,0.06,0.15,595,-3.63461538462,1,1,1
25.81,25.88,25.69,26.31,112,34,76,49,0.9,0.36,0.41,0.2,595,-3.52692307692,0,0,1
25.81,25.88,25.69,26.31,114,35,77,48,0.07,0.05,0.06,0.06,595,-3.35769230769,0,0,1
25.88,25.88,25.69,26.31,116,35,77,49,0.18,0.06,0.07,0.06,590,-3.17307692308,1,0,1
25.88,25.88,25.69,26.31,118,35,79,49,0.21,0.05,0.13,0.06,590,-2.97307692308,0,0,1
25.88,25.88,25.69,26.31,119,35,76,49,0.24,0.11,0.11,0.09,595,-2.81538461538,0,0,1
25.88,25.88,25.69,26.25,119,35,74,48,0.26,0.06,0.06,0.11,585,-2.70384615385,1,0,1
25.88,25.88,25.69,26.31,119,35,73,46,0.08,0.05,0.05,0.08,590,-2.54230769231,1,0,1
25.88,25.88,25.63,26.31,120,35,72,45,0.17,0.05,0.07,0.06,595,-2.28846153846,0,0,1
25.88,25.88,25.69,26.25,120,34,71,45,1.51,0.69,0.57,0.07,595,-2.09230769231,0,0,1
25.88,25.88,25.63,26.31,120,34,71,45,0.08,0.05,0.06,0.21,590,-1.90769230769,0,0,1
25.88,25.88,25.63,26.25,120,34,71,45,0.07,0.05,0.06,0.07,580,-1.77692307692,0,0,1
25.88,25.88,25.63,26.38,120,34,70,45,0.08,0.05,0.06,0.06,580,-1.65,0,0,1
25.94,25.88,25.63,26.31,120,34,70,44,0.08,0.05,0.06,0.06,580,-1.58076923077,0,0,1
25.94,25.88,25.63,26.31,120,34,70,44,0.07,0.05,0.59,0.07,580,-1.42692307692,0,0,1
25.94,25.88,25.63,26.31,120,34,70,44,1.71,0.63,0.07,0.3,580,-1.28461538462,0,0,1
25.88,25.88,25.63,26.31,120,34,70,44,0.07,0.05,0.06,0.06,580,-1.15769230769,0,0,1
25.94,25.88,25.63,26.31,119,34,70,45,0.17,0.05,0.48,0.07,575,-1.09615384615,0,0,1
25.94,25.88,25.63,26.38,120,34,68,44,1.49,0.58,0.15,0.24,575,-1.05384615385,0,0,1
25.88,25.81,25.56,26.31,120,33,67,43,1.44,0.49,0.52,0.27,570,-1.13076923077,0,0,1
25.94,25.81,25.63,26.31,119,33,68,42,0.21,0.06,0.09,0.06,570,-1.18461538462,1,0,1
25.94,25.81,25.63,26.38,120,34,69,43,1.75,0.06,0.55,0.06,570,-1.26538461538,1,0,1
25.94,25.88,25.63,26.31,120,33,69,43,0.72,0.63,0.26,0.29,570,-1.27692307692,0,0,1
25.94,25.88,25.63,26.31,119,33,67,43,0.1,0.25,0.06,0.12,575,-1.21923076923,0,0,1
25.94,25.88,25.63,26.31,119,33,67,42,0.08,0.09,0.07,0.06,570,-1.18846153846,0,0,1
25.94,25.81,25.63,26.31,119,33,65,42,0.08,0.12,0.09,0.08,575,-1.13846153846,0,0,1
25.94,25.81,25.63,26.31,120,33,65,41,0.07,0.05,0.08,0.09,575,-1.07307692308,0,0,1
25.94,25.81,25.63,26.25,119,32,64,40,0.08,0.08,0.07,0.07,575,-0.992307692308,0,0,1
